id,fecha,hora,temp_exterior,temp_max,temp_min,temp_interior,humedad_exterior,humedad_interior
7119,2026-07-05,15:45:00,20.0,20.0,20.0,21.0,72.0,62.0
7120,2026-07-05,16:00:00,20.0,20.0,20.0,21.0,69.0,62.0
7121,2026-07-05,16:15:00,19.0,20.0,19.0,21.0,76.0,61.0
7122,2026-07-05,16:30:00,16.0,19.0,16.0,21.0,85.0,62.0
7123,2026-07-05,16:45:00,16.0,16.0,16.0,21.0,90.0,62.0
7124,2026-07-05,17:00:00,15.0,16.0,15.0,21.0,90.0,62.0
7125,2026-07-05,17:15:00,15.0,15.0,15.0,21.0,91.0,62.0
7126,2026-07-05,17:30:00,15.0,15.0,15.0,21.0,91.0,62.0
7127,2026-07-05,17:45:00,15.0,15.0,15.0,21.0,91.0,62.0
7128,2026-07-05,18:00:00,15.0,15.0,15.0,21.0,91.0,62.0
7129,2026-07-05,18:15:00,15.0,15.0,15.0,21.0,91.0,62.0
7130,2026-07-05,18:30:00,15.0,15.0,15.0,21.0,91.0,62.0
7131,2026-07-05,18:45:00,15.0,15.0,15.0,21.0,91.0,62.0
7132,2026-07-05,19:00:00,15.0,15.0,15.0,21.0,91.0,62.0
7133,2026-07-05,19:15:00,15.0,15.0,15.0,21.0,92.0,62.0
7134,2026-07-05,19:30:00,15.0,15.0,15.0,21.0,92.0,62.0
7135,2026-07-05,19:45:00,15.0,15.0,15.0,21.0,92.0,62.0
7136,2026-07-05,20:00:00,15.0,15.0,15.0,21.0,92.0,62.0
7137,2026-07-05,20:15:00,15.0,15.0,15.0,20.0,92.0,62.0
7138,2026-07-05,20:30:00,15.0,15.0,15.0,20.0,93.0,62.0
7139,2026-07-05,20:45:00,15.0,15.0,15.0,20.0,93.0,62.0
7140,2026-07-05,21:00:00,15.0,15.0,15.0,20.0,93.0,63.0
7141,2026-07-05,21:15:00,15.0,15.0,15.0,20.0,93.0,63.0
7142,2026-07-05,21:30:00,15.0,15.0,15.0,20.0,93.0,63.0
7143,2026-07-05,21:45:00,15.0,15.0,14.0,20.0,93.0,63.0
7144,2026-07-05,22:00:00,15.0,15.0,15.0,20.0,93.0,63.0
7145,2026-07-05,22:15:00,15.0,15.0,14.0,20.0,93.0,63.0
7146,2026-07-05,22:30:00,14.0,15.0,14.0,20.0,93.0,63.0
7147,2026-07-05,22:45:00,14.0,15.0,14.0,20.0,93.0,63.0
7148,2026-07-05,23:00:00,14.0,14.0,14.0,20.0,94.0,63.0
7149,2026-07-05,23:15:00,14.0,14.0,14.0,20.0,94.0,63.0
7150,2026-07-05,23:30:00,14.0,14.0,14.0,20.0,94.0,63.0
7151,2026-07-05,23:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7152,2026-07-06,00:15:00,14.0,14.0,14.0,20.0,94.0,63.0
7153,2026-07-06,00:30:00,14.0,14.0,14.0,20.0,94.0,63.0
7154,2026-07-06,00:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7155,2026-07-06,01:00:00,14.0,14.0,14.0,20.0,94.0,63.0
7156,2026-07-06,01:15:00,14.0,14.0,14.0,20.0,95.0,63.0
7157,2026-07-06,01:30:00,14.0,14.0,14.0,20.0,95.0,63.0
7158,2026-07-06,01:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7159,2026-07-06,02:00:00,14.0,14.0,14.0,20.0,95.0,63.0
7160,2026-07-06,02:15:00,14.0,14.0,14.0,20.0,94.0,63.0
7161,2026-07-06,02:30:00,14.0,14.0,14.0,20.0,94.0,63.0
7162,2026-07-06,02:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7163,2026-07-06,03:00:00,14.0,14.0,14.0,20.0,94.0,63.0
7164,2026-07-06,03:15:00,14.0,14.0,14.0,20.0,94.0,63.0
7165,2026-07-06,03:30:00,14.0,14.0,14.0,20.0,95.0,63.0
7166,2026-07-06,03:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7167,2026-07-06,04:00:00,14.0,14.0,14.0,20.0,94.0,63.0
7168,2026-07-06,04:15:00,14.0,14.0,14.0,20.0,94.0,63.0
7169,2026-07-06,04:30:00,14.0,14.0,14.0,20.0,94.0,63.0
7170,2026-07-06,04:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7171,2026-07-06,05:00:00,14.0,14.0,14.0,20.0,94.0,63.0
7172,2026-07-06,05:15:00,13.0,14.0,13.0,20.0,94.0,63.0
7173,2026-07-06,05:30:00,13.0,13.0,13.0,20.0,94.0,63.0
7174,2026-07-06,05:45:00,13.0,13.0,13.0,20.0,94.0,63.0
7175,2026-07-06,06:00:00,13.0,14.0,13.0,20.0,95.0,63.0
7176,2026-07-06,06:15:00,14.0,14.0,13.0,20.0,94.0,63.0
7177,2026-07-06,06:30:00,14.0,14.0,14.0,20.0,94.0,63.0
7178,2026-07-06,06:45:00,14.0,14.0,14.0,20.0,94.0,63.0
7179,2026-07-06,07:00:00,14.0,14.0,14.0,20.0,93.0,63.0
7180,2026-07-06,07:15:00,14.0,14.0,14.0,20.0,93.0,63.0
7181,2026-07-06,07:30:00,15.0,15.0,14.0,20.0,92.0,63.0
7182,2026-07-06,07:45:00,15.0,15.0,15.0,20.0,90.0,63.0
7183,2026-07-06,08:00:00,15.0,15.0,15.0,20.0,88.0,63.0
7184,2026-07-06,08:15:00,15.0,15.0,15.0,20.0,87.0,63.0
7185,2026-07-06,08:30:00,16.0,16.0,15.0,20.0,86.0,63.0
7186,2026-07-06,08:45:00,16.0,16.0,16.0,20.0,84.0,62.0
7187,2026-07-06,09:00:00,16.0,16.0,16.0,20.0,84.0,62.0
7188,2026-07-06,09:15:00,17.0,17.0,16.0,20.0,83.0,61.0
7189,2026-07-06,09:30:00,17.0,17.0,17.0,20.0,80.0,61.0
7190,2026-07-06,09:45:00,18.0,18.0,17.0,20.0,78.0,61.0
7191,2026-07-06,10:00:00,18.0,18.0,18.0,20.0,76.0,61.0
7192,2026-07-06,10:15:00,19.0,19.0,18.0,20.0,73.0,61.0
7193,2026-07-06,10:30:00,19.0,19.0,19.0,20.0,71.0,61.0
7194,2026-07-06,10:45:00,20.0,20.0,19.0,20.0,70.0,61.0
7195,2026-07-06,11:00:00,20.0,20.0,20.0,20.0,67.0,61.0
7196,2026-07-06,11:15:00,20.0,20.0,20.0,21.0,68.0,60.0
7197,2026-07-06,11:30:00,21.0,21.0,20.0,21.0,64.0,60.0
7198,2026-07-06,11:45:00,22.0,22.0,21.0,21.0,64.0,60.0
7199,2026-07-06,12:00:00,22.0,22.0,21.0,21.0,62.0,60.0
7200,2026-07-06,12:15:00,22.0,22.0,21.0,21.0,65.0,59.0
7201,2026-07-06,12:30:00,22.0,22.0,22.0,21.0,62.0,59.0
7202,2026-07-06,12:45:00,23.0,23.0,22.0,21.0,62.0,59.0
7203,2026-07-06,13:00:00,23.0,23.0,23.0,21.0,60.0,59.0
7204,2026-07-06,13:15:00,23.0,23.0,23.0,21.0,56.0,59.0
7205,2026-07-06,13:30:00,24.0,24.0,23.0,21.0,53.0,59.0
7206,2026-07-06,13:45:00,23.0,24.0,23.0,22.0,58.0,59.0
7207,2026-07-06,14:00:00,24.0,24.0,23.0,22.0,55.0,59.0
7208,2026-07-06,14:15:00,24.0,24.0,24.0,22.0,55.0,59.0
7209,2026-07-06,14:30:00,25.0,25.0,24.0,22.0,54.0,58.0
7210,2026-07-06,14:45:00,24.0,25.0,24.0,22.0,52.0,58.0
7211,2026-07-06,15:00:00,25.0,25.0,24.0,22.0,53.0,58.0
7212,2026-07-06,15:15:00,26.0,26.0,25.0,22.0,53.0,58.0
7213,2026-07-06,15:30:00,25.0,25.0,24.0,22.0,52.0,58.0
7214,2026-07-06,15:45:00,25.0,25.0,25.0,22.0,53.0,58.0
7215,2026-07-06,16:00:00,24.0,25.0,24.0,22.0,52.0,58.0
7216,2026-07-06,16:15:00,24.0,25.0,24.0,22.0,54.0,58.0
7217,2026-07-06,16:30:00,23.0,24.0,23.0,22.0,56.0,58.0
7218,2026-07-06,16:45:00,23.0,23.0,23.0,22.0,59.0,58.0
7219,2026-07-06,17:00:00,23.0,23.0,23.0,22.0,60.0,58.0
7220,2026-07-06,17:15:00,23.0,23.0,23.0,22.0,59.0,58.0
7221,2026-07-06,17:30:00,23.0,23.0,23.0,22.0,58.0,58.0
7222,2026-07-06,17:45:00,23.0,23.0,23.0,22.0,60.0,58.0
7223,2026-07-06,18:00:00,21.0,23.0,21.0,22.0,50.0,58.0
7224,2026-07-06,18:15:00,20.0,21.0,20.0,22.0,52.0,58.0
7225,2026-07-06,18:30:00,19.0,20.0,19.0,22.0,56.0,58.0
7226,2026-07-06,18:45:00,19.0,19.0,19.0,22.0,57.0,58.0
7227,2026-07-06,19:00:00,19.0,19.0,19.0,22.0,63.0,58.0
7228,2026-07-06,19:15:00,18.0,19.0,18.0,22.0,64.0,58.0
7229,2026-07-06,19:30:00,17.0,18.0,17.0,22.0,67.0,57.0
7230,2026-07-06,19:45:00,17.0,17.0,17.0,22.0,70.0,57.0
7231,2026-07-06,20:00:00,17.0,17.0,17.0,22.0,72.0,57.0
7232,2026-07-06,20:15:00,17.0,17.0,17.0,22.0,73.0,57.0
7233,2026-07-06,20:30:00,16.0,17.0,16.0,22.0,73.0,57.0
7234,2026-07-06,20:45:00,16.0,16.0,16.0,22.0,73.0,57.0
7235,2026-07-06,21:00:00,16.0,16.0,16.0,22.0,74.0,57.0
7236,2026-07-06,21:15:00,16.0,16.0,16.0,22.0,76.0,57.0
7237,2026-07-06,21:30:00,16.0,16.0,16.0,22.0,78.0,57.0
7238,2026-07-06,21:45:00,16.0,16.0,16.0,22.0,77.0,57.0
7239,2026-07-06,22:00:00,15.0,16.0,15.0,22.0,80.0,57.0
7240,2026-07-06,22:15:00,15.0,15.0,15.0,22.0,82.0,57.0
7241,2026-07-06,22:30:00,15.0,15.0,15.0,21.0,85.0,57.0
7242,2026-07-06,22:45:00,16.0,16.0,15.0,21.0,83.0,57.0
7243,2026-07-06,23:00:00,16.0,16.0,16.0,21.0,83.0,57.0
7244,2026-07-06,23:15:00,16.0,16.0,16.0,21.0,83.0,57.0
7245,2026-07-06,23:30:00,15.0,16.0,15.0,21.0,83.0,57.0
7246,2026-07-06,23:45:00,15.0,16.0,15.0,21.0,83.0,57.0
7247,2026-07-07,00:15:00,15.0,15.0,15.0,21.0,83.0,57.0
7248,2026-07-07,00:30:00,15.0,15.0,15.0,21.0,83.0,57.0
7249,2026-07-07,00:45:00,15.0,15.0,15.0,21.0,84.0,57.0
7250,2026-07-07,01:00:00,15.0,15.0,15.0,21.0,84.0,57.0
7251,2026-07-07,01:15:00,15.0,15.0,15.0,21.0,84.0,57.0
7252,2026-07-07,01:30:00,15.0,15.0,15.0,21.0,84.0,57.0
7253,2026-07-07,01:45:00,15.0,15.0,15.0,21.0,85.0,57.0
7254,2026-07-07,02:00:00,15.0,15.0,15.0,21.0,84.0,57.0
7255,2026-07-07,02:15:00,15.0,15.0,15.0,21.0,84.0,57.0
7256,2026-07-07,02:30:00,15.0,15.0,15.0,21.0,84.0,57.0
7257,2026-07-07,02:45:00,15.0,15.0,15.0,21.0,84.0,57.0
7258,2026-07-07,03:00:00,14.0,15.0,14.0,21.0,83.0,57.0
7259,2026-07-07,03:15:00,14.0,14.0,14.0,21.0,84.0,57.0
7260,2026-07-07,03:30:00,14.0,15.0,14.0,21.0,84.0,57.0
7261,2026-07-07,03:45:00,15.0,15.0,15.0,21.0,84.0,57.0
7262,2026-07-07,04:00:00,15.0,15.0,15.0,21.0,83.0,57.0
7263,2026-07-07,04:15:00,14.0,15.0,14.0,21.0,84.0,57.0
7264,2026-07-07,04:30:00,14.0,14.0,14.0,21.0,85.0,57.0
7265,2026-07-07,04:45:00,14.0,14.0,14.0,21.0,85.0,57.0
7266,2026-07-07,05:00:00,14.0,14.0,14.0,20.0,86.0,57.0
7267,2026-07-07,05:15:00,14.0,14.0,14.0,20.0,86.0,57.0
7268,2026-07-07,05:30:00,14.0,14.0,14.0,20.0,84.0,57.0
7269,2026-07-07,05:45:00,14.0,14.0,14.0,20.0,85.0,57.0
7270,2026-07-07,06:00:00,14.0,14.0,14.0,20.0,85.0,57.0
7271,2026-07-07,06:15:00,14.0,14.0,14.0,20.0,85.0,57.0
7272,2026-07-07,06:30:00,14.0,14.0,14.0,20.0,85.0,57.0
7273,2026-07-07,06:45:00,15.0,15.0,14.0,20.0,84.0,57.0
7274,2026-07-07,07:00:00,15.0,15.0,15.0,20.0,84.0,57.0
7275,2026-07-07,07:15:00,15.0,15.0,15.0,21.0,83.0,57.0
7276,2026-07-07,07:30:00,15.0,15.0,15.0,21.0,84.0,57.0
7277,2026-07-07,07:45:00,16.0,16.0,15.0,21.0,83.0,57.0
7278,2026-07-07,08:00:00,16.0,16.0,16.0,21.0,82.0,57.0
7279,2026-07-07,08:15:00,16.0,16.0,16.0,21.0,79.0,57.0
7280,2026-07-07,08:30:00,17.0,17.0,16.0,21.0,77.0,59.0
7281,2026-07-07,08:45:00,18.0,18.0,17.0,21.0,75.0,57.0
7282,2026-07-07,09:00:00,18.0,18.0,18.0,21.0,72.0,57.0
7283,2026-07-07,09:15:00,18.0,18.0,18.0,21.0,70.0,56.0
7284,2026-07-07,09:30:00,19.0,19.0,18.0,21.0,72.0,56.0
7285,2026-07-07,09:45:00,19.0,19.0,19.0,21.0,69.0,56.0
7286,2026-07-07,10:00:00,19.0,20.0,19.0,21.0,69.0,56.0
7287,2026-07-07,10:15:00,21.0,21.0,19.0,21.0,64.0,56.0
7288,2026-07-07,10:30:00,21.0,21.0,21.0,21.0,62.0,56.0
7289,2026-07-07,10:45:00,21.0,21.0,21.0,21.0,61.0,55.0
7290,2026-07-07,11:00:00,21.0,21.0,21.0,21.0,59.0,55.0
7291,2026-07-07,11:15:00,21.0,21.0,21.0,21.0,58.0,55.0
7292,2026-07-07,11:30:00,22.0,22.0,21.0,21.0,57.0,56.0
7293,2026-07-07,11:45:00,22.0,22.0,22.0,21.0,58.0,56.0
7294,2026-07-07,12:00:00,22.0,22.0,22.0,21.0,55.0,56.0
7295,2026-07-07,12:15:00,23.0,23.0,22.0,21.0,54.0,56.0
7296,2026-07-07,12:30:00,23.0,23.0,22.0,21.0,51.0,56.0
7297,2026-07-07,12:45:00,24.0,24.0,23.0,21.0,49.0,56.0
7298,2026-07-07,13:00:00,24.0,24.0,23.0,21.0,51.0,56.0
7299,2026-07-07,13:15:00,23.0,24.0,23.0,21.0,48.0,56.0
7300,2026-07-07,13:30:00,25.0,25.0,23.0,21.0,47.0,56.0
7301,2026-07-07,13:45:00,24.0,25.0,24.0,21.0,52.0,56.0
7302,2026-07-07,14:00:00,25.0,25.0,24.0,21.0,48.0,56.0
7303,2026-07-07,14:15:00,25.0,26.0,25.0,22.0,44.0,56.0
7304,2026-07-07,14:30:00,26.0,26.0,25.0,22.0,44.0,56.0
7305,2026-07-07,14:45:00,26.0,26.0,26.0,22.0,44.0,55.0
7306,2026-07-07,15:00:00,25.0,26.0,25.0,22.0,45.0,55.0
7307,2026-07-07,15:15:00,25.0,25.0,25.0,22.0,43.0,54.0
7308,2026-07-07,15:30:00,25.0,25.0,25.0,22.0,47.0,54.0
7309,2026-07-07,15:45:00,24.0,25.0,24.0,22.0,50.0,54.0
7310,2026-07-07,16:00:00,23.0,24.0,23.0,22.0,50.0,54.0
7311,2026-07-07,16:15:00,23.0,23.0,23.0,22.0,51.0,54.0
7312,2026-07-07,16:30:00,23.0,23.0,23.0,22.0,50.0,53.0
7313,2026-07-07,16:45:00,24.0,24.0,23.0,22.0,50.0,53.0
7314,2026-07-07,17:00:00,23.0,23.0,23.0,22.0,52.0,53.0
7315,2026-07-07,17:15:00,23.0,23.0,23.0,22.0,54.0,53.0
7316,2026-07-07,17:30:00,22.0,23.0,22.0,22.0,54.0,53.0
7317,2026-07-07,17:45:00,22.0,22.0,22.0,22.0,57.0,53.0
7318,2026-07-07,18:00:00,22.0,22.0,22.0,22.0,59.0,53.0
7319,2026-07-07,18:15:00,21.0,22.0,21.0,22.0,62.0,53.0
7320,2026-07-07,18:30:00,21.0,21.0,21.0,22.0,61.0,54.0
7321,2026-07-07,18:45:00,20.0,21.0,20.0,22.0,64.0,54.0
7322,2026-07-07,19:00:00,20.0,20.0,20.0,22.0,65.0,54.0
7323,2026-07-07,19:15:00,19.0,20.0,19.0,22.0,68.0,54.0
7324,2026-07-07,19:30:00,19.0,19.0,19.0,22.0,69.0,54.0
7325,2026-07-07,19:45:00,18.0,19.0,18.0,22.0,69.0,54.0
7326,2026-07-07,20:00:00,18.0,18.0,18.0,22.0,68.0,54.0
7327,2026-07-07,20:15:00,18.0,18.0,18.0,22.0,67.0,54.0
7328,2026-07-07,20:30:00,18.0,18.0,18.0,22.0,74.0,55.0
7329,2026-07-07,20:45:00,17.0,18.0,17.0,22.0,75.0,55.0
7330,2026-07-07,21:00:00,17.0,17.0,17.0,22.0,73.0,55.0
7331,2026-07-07,21:15:00,17.0,17.0,17.0,22.0,72.0,55.0
7332,2026-07-07,21:30:00,17.0,17.0,17.0,22.0,73.0,55.0
7333,2026-07-07,21:45:00,17.0,17.0,17.0,22.0,73.0,55.0
7334,2026-07-07,22:00:00,17.0,17.0,17.0,22.0,76.0,55.0
7335,2026-07-07,22:15:00,16.0,17.0,16.0,22.0,77.0,55.0
7336,2026-07-07,22:30:00,16.0,16.0,16.0,22.0,78.0,55.0
7337,2026-07-07,22:45:00,16.0,16.0,16.0,21.0,78.0,55.0
7338,2026-07-07,23:00:00,16.0,16.0,16.0,21.0,77.0,55.0
7339,2026-07-07,23:15:00,16.0,16.0,16.0,21.0,79.0,55.0
7340,2026-07-07,23:30:00,16.0,16.0,16.0,21.0,79.0,55.0
7341,2026-07-07,23:45:00,16.0,16.0,16.0,21.0,78.0,55.0
